order_id,date_commande,date_expedition,date_livraison,produit,quantite,entrepot,region,transporteur,mode_transport,delai_livraison,retard,cout_transport,priorite,statut,client_ville,poids_kg,mois,trimestre,jour_semaine,semaine_annee,annee,delai_reel,ecart_delai,cout_par_unite,cout_par_kg,saison_haute,weekend,categorie_delai
CMD-02423,2024-06-03,2024-06-06,2024-06-07,Phosphates,64.0,Casablanca-Port,Rabat-Salé-Kénitra,Ctm Express,Maritime,1.0,0.0,687.82,Express,Livré,Tanger-Tétouan-Al Hoceïma,431.8,6,2,0,23,2024,1.0,0.0,10.7471875,1.5929133858267717,0,0,Express
CMD-02424,2024-06-03,2024-06-05,2024-06-09,Conserves Sardines,3.0,Casablanca-Port,Béni Mellal-Khénifra,Maroc Logistique,Route,4.0,0.0,209.76,Standard,Livré,Oriental,948.0,6,2,0,23,2024,4.0,0.0,69.92,0.2212658227848101,0,0,Rapide
CMD-02425,2024-06-04,2024-06-04,2024-06-05,Phosphates,238.0,Rabat-Principal,Rabat-Salé-Kénitra,Sntl,Route,1.0,0.0,364.44,Express,Livré,Oriental,249.7,6,2,1,23,2024,1.0,0.0,1.5312605042016807,1.4595114136964358,0,0,Express
CMD-02426,2024-06-04,2024-06-07,2024-06-16,Phosphates,571.0,Casablanca-Port,Fès-Meknès,Oncf Marchandises,Route,9.0,1.0,316.96,Express,Retardé,Oriental,620.0,6,2,1,23,2024,9.0,0.0,0.5550963222416813,0.5112258064516129,0,0,Standard
CMD-02427,2024-06-04,2024-06-08,2024-06-14,Dattes Medjoul,346.0,,Grand Casablanca,Maroc Logistique,Route,6.0,1.0,229.34,Express,Retardé,Fès-Meknès,482.4,6,2,1,23,2024,6.0,0.0,0.6628323699421965,0.4754145936981758,0,0,Standard
CMD-02428,2024-06-05,2024-06-06,2024-06-14,Câblage Automobile,466.0,Casablanca-Port,Rabat-Salé-Kénitra,Sntl,Rail,8.0,1.0,,Standard,Retardé,Rabat-Salé-Kénitra,574.5,6,2,2,23,2024,8.0,0.0,,,0,0,Standard
CMD-02429,2024-06-05,2024-06-06,2024-06-08,Textile Cuir,504.0,Tanger-Med,Tanger-Tétouan-Al Hoceïma,Transatlas,Route,2.0,,325.54,Urgent,Livré,Béni Mellal-Khénifra,49.3,6,2,2,23,2024,2.0,0.0,0.6459126984126985,6.603245436105477,0,0,Express
CMD-02430,2024-06-05,2024-06-07,2024-06-11,Câblage Automobile,103.0,Tanger-Med,Grand Casablanca,Transatlas,Route,4.0,0.0,301.65,Urgent,Livré,Marrakech-Safi,735.7,6,2,2,23,2024,4.0,0.0,2.928640776699029,0.41001767024602415,0,0,Rapide
CMD-02431,2024-06-06,2024-06-08,2024-06-10,Textile Cuir,286.0,Agadir-Sud,,,,2.0,0.0,495.74,Urgent,Livré,,636.2,6,2,3,23,2024,2.0,0.0,1.7333566433566434,0.7792203709525306,0,0,Express
CMD-02432,2024-06-06,2024-06-09,2024-06-12,Conserves Sardines,378.0,Rabat-Principal,Fès-Meknès,Maroc Logistique,Rail,3.0,0.0,390.55,Standard,Livré,Rabat-Salé-Kénitra,374.8,6,2,3,23,2024,3.0,0.0,1.0332010582010582,1.0420224119530417,0,0,Rapide
CMD-02433,2024-06-07,2024-06-11,2024-06-13,Textile Cuir,712.0,Tanger-Med,Tanger-Tétouan-Al Hoceïma,Ctm Express,Route,2.0,0.0,214.38,Standard,Livré,Rabat-Salé-Kénitra,795.9,6,2,4,23,2024,2.0,0.0,0.30109550561797754,0.2693554466641538,0,0,Express
CMD-02434,2024-06-07,2024-06-07,2024-06-09,Textile Cuir,424.0,Casablanca-Port,Grand Casablanca,Maroc Logistique,Rail,2.0,0.0,458.16,Express,Livré,Béni Mellal-Khénifra,673.2,6,2,4,23,2024,2.0,0.0,1.080566037735849,0.6805704099821747,0,0,Express
CMD-02435,2024-06-07,2024-06-07,2024-06-10,Huile D'Olive Bio,276.0,Agadir-Sud,Oriental,Oncf Marchandises,Route,3.0,0.0,263.92,Standard,Livré,Rabat-Salé-Kénitra,858.2,6,2,4,23,2024,3.0,0.0,0.9562318840579711,0.3075273828944302,0,0,Rapide
CMD-02436,2024-06-08,2024-06-09,2024-06-16,Conserves Sardines,6.0,Fès-Industriel,Tanger-Tétouan-Al Hoceïma,Ctm Express,Rail,10.0,1.0,441.82,Urgent,Retardé,Grand Casablanca,431.0,6,2,5,23,2024,7.0,-3.0,73.63666666666667,1.0251044083526681,0,1,Standard
CMD-02437,2024-06-08,2024-06-11,2024-06-12,Textile Cuir,540.0,Casablanca-Port,,,,1.0,0.0,296.29,Standard,Livré,Béni Mellal-Khénifra,289.2,6,2,5,23,2024,1.0,0.0,0.5486851851851853,1.0245159059474414,0,1,Express
CMD-02438,2024-06-08,2024-06-12,,Conserves Sardines,481.0,Casablanca-Port,Rabat-Salé-Kénitra,Maroc Logistique,Route,,0.0,223.78,Standard,Livré,Rabat-Salé-Kénitra,204.7,6,2,5,23,2024,,,0.46523908523908525,1.093209574987787,0,1,
CMD-02439,2024-06-09,2024-06-10,2024-06-13,Huile D'Olive Bio,117.0,Marrakech-Centre,Béni Mellal-Khénifra,Ctm Express,Route,3.0,0.0,353.32,Express,Livré,Grand Casablanca,205.2,6,2,6,23,2024,3.0,0.0,3.0198290598290596,1.721832358674464,0,1,Rapide
CMD-02440,2024-06-09,2024-06-13,2024-06-20,Conserves Sardines,5.0,Casablanca-Port,Oriental,Oncf Marchandises,Route,7.0,0.0,295.44,Standard,Livré,Tanger-Tétouan-Al Hoceïma,614.3,6,2,6,23,2024,7.0,0.0,59.088,0.48093765261272997,0,1,Standard
CMD-02441,2024-06-09,2024-06-10,2024-06-18,Argan Cosmétique,604.0,Casablanca-Port,,,,8.0,1.0,833.73,Express,Retardé,Oriental,249.8,6,2,6,23,2024,8.0,0.0,1.3803476821192053,3.337590072057646,0,1,Standard
CMD-02442,2024-06-10,2024-06-12,2024-06-13,Argan Cosmétique,747.0,Casablanca-Port,Fès-Meknès,Sntl,Route,1.0,0.0,235.24,Express,Livré,Grand Casablanca,456.0,6,2,0,24,2024,1.0,0.0,0.31491298527443107,0.5158771929824562,0,0,Express
CMD-02443,2024-06-10,2024-06-12,2024-06-20,Textile Cuir,442.0,Rabat-Principal,Marrakech-Safi,Maroc Logistique,Route,8.0,1.0,207.97,Express,Retardé,Rabat-Salé-Kénitra,173.0,6,2,0,24,2024,8.0,0.0,0.4705203619909502,1.2021387283236995,0,0,Standard
CMD-02444,2024-06-11,2024-06-12,2024-06-18,Conserves Sardines,330.0,Casablanca-Port,Grand Casablanca,Ctm Express,Maritime,8.0,1.0,591.4,Express,Retardé,Rabat-Salé-Kénitra,604.3,6,2,1,24,2024,6.0,-2.0,1.792121212121212,0.9786529869270231,0,0,Standard
CMD-02445,2024-06-11,2024-06-15,2024-06-18,Conserves Sardines,721.0,Agadir-Sud,Tanger-Tétouan-Al Hoceïma,Oncf Marchandises,Route,3.0,0.0,,Standard,Livré,Béni Mellal-Khénifra,768.9,6,2,1,24,2024,3.0,0.0,,,0,0,Rapide
CMD-02446,2024-06-11,2024-06-11,2024-06-19,Huile D'Olive Bio,40.0,Tanger-Med,Béni Mellal-Khénifra,Transatlas,Rail,8.0,1.0,329.48,Express,Retardé,Oriental,123.1,6,2,1,24,2024,8.0,0.0,8.237,2.6765231519090174,0,0,Standard
CMD-02448,2024-06-12,2024-06-15,2024-06-18,Conserves Sardines,118.0,,Oriental,Sntl,Rail,3.0,0.0,373.02,Express,Livré,Oriental,491.4,6,2,2,24,2024,3.0,0.0,3.161186440677966,0.7590964590964591,0,0,Rapide
CMD-02449,2024-06-12,2024-06-15,2024-06-22,Textile Cuir,133.0,Fès-Industriel,,,,7.0,0.0,240.02,Standard,Livré,Souss-Massa,566.5,6,2,2,24,2024,7.0,0.0,1.8046616541353384,0.42368932038834956,0,0,Standard
CMD-02450,2024-06-13,2024-06-14,2024-06-15,Dattes Medjoul,2.0,Marrakech-Centre,Fès-Meknès,Sntl,Route,1.0,0.0,265.0,Standard,Livré,Béni Mellal-Khénifra,616.8,6,2,3,24,2024,1.0,0.0,132.5,0.42963683527885865,0,0,Express
CMD-02451,2024-06-13,2024-06-13,2024-06-13,Huile D'Olive Bio,525.0,Rabat-Principal,Marrakech-Safi,Maroc Logistique,Rail,0.0,0.0,411.1,Express,Livré,,107.5,6,2,3,24,2024,0.0,0.0,0.7830476190476191,3.824186046511628,0,0,
CMD-02452,2024-06-13,2024-06-13,2024-06-15,Conserves Sardines,550.0,Tanger-Med,Rabat-Salé-Kénitra,Maroc Logistique,Route,2.0,0.0,286.68,Express,Livré,Tanger-Tétouan-Al Hoceïma,44.7,6,2,3,24,2024,2.0,0.0,0.5212363636363636,6.413422818791946,0,0,Express
CMD-02453,2024-06-14,2024-06-14,2024-06-19,Phosphates,408.0,Fès-Industriel,Tanger-Tétouan-Al Hoceïma,Ctm Express,Maritime,5.0,0.0,553.98,Express,Livré,Tanger-Tétouan-Al Hoceïma,705.1,6,2,4,24,2024,5.0,0.0,1.357794117647059,0.7856757906679903,0,0,Rapide
CMD-02454,2024-06-14,2024-06-18,2024-06-23,Huile D'Olive Bio,744.0,,Béni Mellal-Khénifra,Sntl,Route,5.0,0.0,261.33,Urgent,Livré,Tanger-Tétouan-Al Hoceïma,94.8,6,2,4,24,2024,5.0,0.0,0.35124999999999995,2.756645569620253,0,0,Rapide
CMD-02455,2024-06-15,2024-06-17,2024-06-23,Agrumes Export,447.0,Fès-Industriel,Fès-Meknès,Transatlas,Aérien,6.0,1.0,919.02,Express,Retardé,,641.0,6,2,5,24,2024,6.0,0.0,2.055973154362416,1.4337285491419656,0,1,Standard
CMD-02456,2024-06-15,2024-06-17,2024-06-27,Câblage Automobile,697.0,Tanger-Med,Béni Mellal-Khénifra,Ctm Express,Route,10.0,1.0,214.62,Standard,Retardé,Souss-Massa,90.9,6,2,5,24,2024,10.0,0.0,0.3079196556671449,2.361056105610561,0,1,Standard
CMD-02457,2024-06-15,2024-06-16,,Huile D'Olive Bio,384.0,Casablanca-Port,Grand Casablanca,Ctm Express,Rail,7.0,1.0,348.1,Standard,Retardé,Grand Casablanca,968.6,6,2,5,24,2024,,,0.9065104166666668,0.35938467891802606,0,1,
CMD-02458,2024-06-16,,2024-06-26,,,Tanger-Med,Fès-Meknès,Ctm Express,Aérien,12.0,1.0,863.11,Standard,Retardé,,,6,2,6,24,2024,,,,,0,1,
CMD-02460,2024-06-16,2024-06-16,2024-06-18,Dattes Medjoul,11.0,Marrakech-Centre,Grand Casablanca,Ctm Express,Route,-1.0,0.0,307.47,Express,Livré,Fès-Meknès,482.4,6,2,6,24,2024,2.0,3.0,27.951818181818183,0.6373756218905473,0,1,Express
CMD-02461,2024-06-17,2024-06-17,2024-06-26,Phosphates,694.0,Casablanca-Port,Rabat-Salé-Kénitra,Ctm Express,Route,9.0,1.0,,Standard,Retardé,Marrakech-Safi,552.7,6,2,0,25,2024,9.0,0.0,,,0,0,Standard
CMD-02462,2024-06-17,2024-06-19,2024-06-28,Agrumes Export,16.0,Fès-Industriel,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,9.0,1.0,266.38,Standard,Retardé,Fès-Meknès,172.5,6,2,0,25,2024,9.0,0.0,16.64875,1.544231884057971,0,0,Standard
CMD-02463,2024-06-17,2024-06-17,2024-06-20,Agrumes Export,474.0,Casablanca-Port,Béni Mellal-Khénifra,Maroc Logistique,Route,3.0,0.0,,Standard,Livré,Grand Casablanca,441.9,6,2,0,25,2024,3.0,0.0,,,0,0,Rapide
CMD-02464,2024-06-18,2024-06-22,2024-06-27,Argan Cosmétique,78.0,Fès-Industriel,Béni Mellal-Khénifra,Transatlas,Aérien,5.0,1.0,954.62,Standard,Retardé,,474.1,6,2,1,25,2024,5.0,0.0,12.238717948717948,2.01354144695212,0,0,Rapide
CMD-02465,2024-06-18,2024-06-22,2024-06-25,Huile D'Olive Bio,247.0,Tanger-Med,Béni Mellal-Khénifra,Maroc Logistique,Maritime,3.0,0.0,550.88,Standard,Livré,Tanger-Tétouan-Al Hoceïma,671.4,6,2,1,25,2024,3.0,0.0,2.2302834008097165,0.8204944891271969,0,0,Rapide
CMD-02466,2024-06-19,,2024-06-27,Câblage Automobile,9.0,Casablanca-Port,Souss-Massa,Maroc Logistique,Maritime,6.0,0.0,601.53,Urgent,Livré,Souss-Massa,975.3,6,2,2,25,2024,,,66.83666666666666,0.6167640725930483,0,0,
CMD-02467,2024-06-19,2024-06-20,2024-06-28,Câblage Automobile,667.0,Casablanca-Port,Fès-Meknès,Sntl,Route,8.0,1.0,321.83,Standard,Retardé,Marrakech-Safi,851.2,6,2,2,25,2024,8.0,0.0,0.482503748125937,0.3780897556390977,0,0,Standard
CMD-02468,2024-06-19,2024-06-21,2024-06-21,Conserves Sardines,105.0,Tanger-Med,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Aérien,0.0,0.0,915.64,Standard,Livré,Marrakech-Safi,161.7,6,2,2,25,2024,0.0,0.0,8.720380952380951,5.662585034013606,0,0,
CMD-02469,2024-06-20,2024-06-21,2024-06-25,Conserves Sardines,78.0,Agadir-Sud,Marrakech-Safi,Maroc Logistique,Route,4.0,0.0,295.44,Standard,Livré,Marrakech-Safi,282.0,6,2,3,25,2024,4.0,0.0,3.7876923076923075,1.047659574468085,0,0,Rapide
CMD-02470,2024-06-20,2024-06-22,2024-07-01,Agrumes Export,550.0,Casablanca-Port,Grand Casablanca,Ctm Express,Route,9.0,1.0,271.13,Express,Retardé,Fès-Meknès,627.1,6,2,3,25,2024,9.0,0.0,0.4929636363636364,0.4323552862382395,0,0,Standard
CMD-02471,2024-06-20,2024-06-21,2024-06-25,Dattes Medjoul,433.0,,Souss-Massa,Oncf Marchandises,Maritime,7.0,0.0,525.1,Express,Livré,Grand Casablanca,264.7,6,2,3,25,2024,4.0,-3.0,1.21270207852194,1.9837551945598793,0,0,Rapide
CMD-02472,2024-06-21,2024-06-25,2024-06-30,Câblage Automobile,463.0,Tanger-Med,Fès-Meknès,Maroc Logistique,Route,,0.0,296.35,Standard,Livré,Tanger-Tétouan-Al Hoceïma,144.2,6,2,4,25,2024,5.0,,0.6400647948164148,2.0551317614424414,0,0,Rapide
CMD-02474,2024-06-22,2024-06-22,2024-06-30,Huile D'Olive Bio,370.0,Agadir-Sud,Grand Casablanca,Transatlas,Maritime,8.0,1.0,655.09,Standard,Retardé,Grand Casablanca,280.0,6,2,5,25,2024,8.0,0.0,1.7705135135135135,2.339607142857143,0,1,Standard
CMD-02475,2024-06-22,2024-06-23,2024-06-30,Dattes Medjoul,489.0,Casablanca-Port,Grand Casablanca,Transatlas,Maritime,10.0,1.0,622.04,Express,Retardé,,858.1,6,2,5,25,2024,7.0,-3.0,1.2720654396728015,0.7249038573592821,0,1,Standard
CMD-02476,2024-06-22,2024-06-25,2024-06-29,Textile Cuir,648.0,Casablanca-Port,Grand Casablanca,Maroc Logistique,Maritime,4.0,0.0,670.65,Express,Livré,Marrakech-Safi,79.8,6,2,5,25,2024,4.0,0.0,1.0349537037037038,8.404135338345865,0,1,Rapide
CMD-02477,2024-06-23,2024-06-27,2024-07-05,Argan Cosmétique,469.0,Agadir-Sud,Marrakech-Safi,Sntl,Aérien,8.0,1.0,823.42,Standard,Retardé,Fès-Meknès,47.4,6,2,6,25,2024,8.0,0.0,1.7556929637526653,17.371729957805908,0,1,Standard
CMD-02479,2024-06-23,2024-06-23,2024-06-23,Câblage Automobile,496.0,Tanger-Med,Rabat-Salé-Kénitra,Maroc Logistique,Route,0.0,0.0,213.43,Express,Livré,Rabat-Salé-Kénitra,35.3,6,2,6,25,2024,0.0,0.0,0.4303024193548387,6.046175637393769,0,1,
CMD-02481,2024-06-24,2024-06-24,2024-06-28,Argan Cosmétique,687.0,Tanger-Med,Rabat-Salé-Kénitra,Maroc Logistique,Rail,4.0,1.0,370.17,Express,Retardé,Tanger-Tétouan-Al Hoceïma,506.5,6,2,0,26,2024,4.0,0.0,0.53882096069869,0.7308390918065153,0,0,Rapide
CMD-02482,2024-06-24,2024-06-25,2024-07-02,Câblage Automobile,652.0,Tanger-Med,Rabat-Salé-Kénitra,Ctm Express,Rail,7.0,1.0,400.0,Standard,Retardé,Marrakech-Safi,461.0,6,2,0,26,2024,7.0,0.0,0.6134969325153374,0.8676789587852495,0,0,Standard
CMD-02483,2024-06-25,2024-06-28,2024-07-05,Câblage Automobile,244.0,Marrakech-Centre,Grand Casablanca,Maroc Logistique,Route,7.0,0.0,210.17,Urgent,Livré,Marrakech-Safi,649.8,6,2,1,26,2024,7.0,0.0,0.8613524590163933,0.32343798091720527,0,0,Standard
CMD-02484,2024-06-25,2024-06-28,2024-06-30,Câblage Automobile,640.0,Tanger-Med,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Aérien,-1.0,0.0,895.48,Standard,Livré,Béni Mellal-Khénifra,97.6,6,2,1,26,2024,2.0,3.0,1.3991875,9.175,0,0,Express
CMD-02486,2024-06-26,2024-06-30,2024-07-05,Huile D'Olive Bio,559.0,Tanger-Med,Rabat-Salé-Kénitra,Maroc Logistique,Route,5.0,0.0,,Express,Livré,Rabat-Salé-Kénitra,125.3,6,2,2,26,2024,5.0,0.0,,,0,0,Rapide
CMD-02487,2024-06-26,2024-06-29,2024-07-06,Dattes Medjoul,513.0,Tanger-Med,Grand Casablanca,Ctm Express,Route,7.0,,251.65,Express,Livré,Rabat-Salé-Kénitra,236.4,6,2,2,26,2024,7.0,0.0,0.4905458089668616,1.0645093062605753,0,0,Standard
CMD-02488,2024-06-27,2024-06-30,2024-07-05,,,Rabat-Principal,Grand Casablanca,Maroc Logistique,Maritime,5.0,0.0,628.49,Express,Livré,Rabat-Salé-Kénitra,,6,2,3,26,2024,5.0,0.0,,,0,0,Rapide
CMD-02489,2024-06-27,2024-06-29,2024-07-02,Agrumes Export,456.0,Agadir-Sud,Grand Casablanca,Ctm Express,Aérien,3.0,1.0,862.43,Standard,Retardé,Rabat-Salé-Kénitra,154.2,6,2,3,26,2024,3.0,0.0,1.8912938596491227,5.592931258106355,0,0,Rapide
CMD-02490,2024-06-27,2024-06-30,2024-07-02,Dattes Medjoul,66.0,Marrakech-Centre,Rabat-Salé-Kénitra,Maroc Logistique,Route,2.0,0.0,379.02,Urgent,Livré,Tanger-Tétouan-Al Hoceïma,256.4,6,2,3,26,2024,2.0,0.0,5.742727272727272,1.4782371294851795,0,0,Express
CMD-02491,2024-06-28,2024-07-02,2024-07-05,Phosphates,511.0,Tanger-Med,Marrakech-Safi,Sntl,Maritime,3.0,0.0,590.36,Express,Livré,Rabat-Salé-Kénitra,309.3,6,2,4,26,2024,3.0,0.0,1.1553033268101762,1.9086970578726155,0,0,Rapide
CMD-02492,2024-06-28,2024-07-01,2024-07-05,Câblage Automobile,613.0,,Béni Mellal-Khénifra,Transatlas,Route,4.0,0.0,203.3,Urgent,Livré,Oriental,285.4,6,2,4,26,2024,4.0,0.0,0.3316476345840131,0.712333566923616,0,0,Rapide
CMD-02493,2024-06-28,2024-06-30,2024-06-30,Phosphates,169.0,,Rabat-Salé-Kénitra,Maroc Logistique,Rail,0.0,0.0,3000.0,Standard,Livré,Grand Casablanca,594.8,6,2,4,26,2024,0.0,0.0,17.75147928994083,5.043712172158709,0,0,
CMD-02494,2024-06-29,2024-07-01,2024-07-05,Phosphates,669.0,Rabat-Principal,Marrakech-Safi,Transatlas,Maritime,4.0,0.0,539.47,Standard,Livré,Marrakech-Safi,917.2,6,2,5,26,2024,4.0,0.0,0.8063826606875935,0.5881705189707807,0,1,Rapide
CMD-02495,2024-06-29,2024-07-02,2024-07-05,Conserves Sardines,43.0,Casablanca-Port,Béni Mellal-Khénifra,Ctm Express,Aérien,3.0,1.0,868.05,Express,Retardé,Grand Casablanca,385.4,6,2,5,26,2024,3.0,0.0,20.18720930232558,2.2523352361183187,0,1,Rapide
CMD-02496,2024-06-30,2024-06-30,2024-07-01,Conserves Sardines,732.0,Tanger-Med,,,,1.0,0.0,283.35,Express,Livré,Fès-Meknès,702.2,6,2,6,26,2024,1.0,0.0,0.38709016393442625,0.40351751637710054,0,1,Express
CMD-02497,2024-06-30,2024-07-03,2024-07-09,Câblage Automobile,570.0,Rabat-Principal,Tanger-Tétouan-Al Hoceïma,Sntl,Maritime,6.0,0.0,680.23,Standard,Livré,Tanger-Tétouan-Al Hoceïma,688.1,6,2,6,26,2024,6.0,0.0,1.1933859649122807,0.9885627089085889,0,1,Standard
CMD-02498,2024-06-30,2024-07-03,2024-07-05,Huile D'Olive Bio,358.0,Casablanca-Port,Marrakech-Safi,Maroc Logistique,Rail,2.0,0.0,452.56,Standard,Livré,Fès-Meknès,1005.2,6,2,6,26,2024,2.0,0.0,1.2641340782122905,0.45021886191802624,0,1,Express
CMD-02499,2024-07-01,2024-07-03,2024-07-05,Câblage Automobile,11.0,Tanger-Med,Grand Casablanca,Transatlas,Route,2.0,0.0,218.36,Standard,Livré,Grand Casablanca,495.54999999999995,7,3,0,27,2024,2.0,0.0,19.85090909090909,0.4406417112299466,0,0,Express
CMD-02500,2024-07-01,2024-07-03,2024-07-13,Huile D'Olive Bio,627.0,Rabat-Principal,Tanger-Tétouan-Al Hoceïma,Oncf Marchandises,Route,10.0,1.0,370.88,Standard,Retardé,Grand Casablanca,651.7,7,3,0,27,2024,10.0,0.0,0.5915151515151515,0.5690962099125364,0,0,Standard
CMD-02501,2024-07-01,,2024-07-08,Huile D'Olive Bio,292.0,Tanger-Med,Fès-Meknès,Maroc Logistique,Route,6.0,0.0,295.44,Urgent,Livré,Tanger-Tétouan-Al Hoceïma,425.6,7,3,0,27,2024,,,1.0117808219178082,0.694172932330827,0,0,
CMD-02502,2024-07-02,2024-07-04,2024-07-06,Huile D'Olive Bio,132.0,Casablanca-Port,Grand Casablanca,Sntl,Route,,0.0,290.98,Standard,Livré,Marrakech-Safi,220.4,7,3,1,27,2024,2.0,,2.2043939393939396,1.320235934664247,0,0,Express
CMD-02503,2024-07-02,2024-07-02,2024-07-07,Phosphates,1.0,Casablanca-Port,Souss-Massa,Sntl,Route,5.0,0.0,390.23,Standard,Livré,Souss-Massa,473.2,7,3,1,27,2024,5.0,0.0,390.23,0.8246618765849536,0,0,Rapide
CMD-02504,2024-07-02,2024-07-05,2024-07-10,Argan Cosmétique,33.0,Casablanca-Port,,,,5.0,1.0,377.49,Standard,Retardé,Grand Casablanca,171.6,7,3,1,27,2024,5.0,0.0,11.43909090909091,2.199825174825175,0,0,Rapide
CMD-02505,2024-07-03,2024-07-06,2024-07-08,Conserves Sardines,700.0,Casablanca-Port,Grand Casablanca,Maroc Logistique,Route,-1.0,0.0,369.14,Express,Livré,Fès-Meknès,495.85,7,3,2,27,2024,2.0,3.0,0.5273428571428571,0.7444590097811837,0,0,Express
CMD-02506,2024-07-03,2024-07-04,2024-07-06,Phosphates,28.0,Fès-Industriel,Béni Mellal-Khénifra,Maroc Logistique,Maritime,2.0,0.0,560.87,Standard,Livré,Grand Casablanca,974.9,7,3,2,27,2024,2.0,0.0,20.03107142857143,0.5753102882346908,0,0,Express
CMD-02507,2024-07-04,2024-07-06,2024-07-07,Câblage Automobile,585.0,Rabat-Principal,Fès-Meknès,Transatlas,Route,1.0,0.0,258.64,Express,Livré,Souss-Massa,699.5,7,3,3,27,2024,1.0,0.0,0.4421196581196581,0.3697498213009292,0,0,Express
CMD-02508,2024-07-04,2024-07-07,2024-07-09,Phosphates,0.0,Agadir-Sud,Béni Mellal-Khénifra,Maroc Logistique,Route,,0.0,365.52,Express,Livré,Grand Casablanca,873.6,7,3,3,27,2024,2.0,,,0.41840659340659336,0,0,Express
CMD-02509,2024-07-04,2024-07-08,2024-07-18,Phosphates,91.0,Casablanca-Port,,,,10.0,1.0,846.77,Urgent,Retardé,Oriental,248.4,7,3,3,27,2024,10.0,0.0,9.305164835164835,3.4088969404186793,0,0,Standard
CMD-02510,2024-07-05,2024-07-09,2024-07-18,Phosphates,267.0,Casablanca-Port,Marrakech-Safi,Transatlas,Route,9.0,1.0,253.97,Standard,Retardé,Grand Casablanca,766.0,7,3,4,27,2024,9.0,0.0,0.9511985018726592,0.33155352480417755,0,0,Standard
CMD-02511,2024-07-05,2024-07-09,2024-07-11,Conserves Sardines,337.0,Fès-Industriel,Béni Mellal-Khénifra,Sntl,Route,2.0,0.0,381.1,Express,Livré,Grand Casablanca,211.6,7,3,4,27,2024,2.0,0.0,1.1308605341246292,1.8010396975425333,0,0,Express
CMD-02512,2024-07-05,2024-07-07,2024-07-16,Textile Cuir,661.0,Marrakech-Centre,,,,9.0,1.0,391.49,Express,Retardé,Grand Casablanca,992.4,7,3,4,27,2024,9.0,0.0,0.5922692889561271,0.39448810963321246,0,0,Standard
CMD-02513,2024-07-06,,2024-07-17,Textile Cuir,655.0,Tanger-Med,,,,10.0,1.0,518.97,Standard,Retardé,Béni Mellal-Khénifra,741.3,7,3,5,27,2024,,,0.792320610687023,0.7000809388911373,0,1,
CMD-02514,2024-07-06,2024-07-08,2024-07-13,Câblage Automobile,262.0,Casablanca-Port,Fès-Meknès,Maroc Logistique,Rail,5.0,1.0,370.3,Standard,Retardé,Grand Casablanca,579.9,7,3,5,27,2024,5.0,0.0,1.4133587786259543,0.6385583721331265,0,1,Rapide
CMD-02515,2024-07-06,2024-07-07,2024-07-14,Phosphates,486.0,Casablanca-Port,Oriental,Maroc Logistique,Rail,,1.0,3000.0,Standard,Retardé,Rabat-Salé-Kénitra,183.1,7,3,5,27,2024,7.0,,6.172839506172839,16.384489350081925,0,1,Standard
CMD-02516,2024-07-07,2024-07-08,,Dattes Medjoul,682.0,Tanger-Med,Rabat-Salé-Kénitra,Ctm Express,Aérien,10.0,1.0,876.81,Standard,Retardé,Oriental,175.6,7,3,6,27,2024,,,1.2856451612903226,4.993223234624145,0,1,
CMD-02517,2024-07-07,2024-07-09,2024-07-15,Phosphates,222.0,Tanger-Med,Oriental,Oncf Marchandises,Maritime,6.0,0.0,551.03,Express,Livré,Rabat-Salé-Kénitra,589.0,7,3,6,27,2024,6.0,0.0,2.482117117117117,0.93553480475382,0,1,Standard
CMD-02518,2024-07-08,2024-07-09,,Textile Cuir,490.0,Casablanca-Port,Marrakech-Safi,Transatlas,Rail,10.0,1.0,498.37,Urgent,Retardé,Rabat-Salé-Kénitra,910.5,7,3,0,28,2024,,,1.0170816326530612,0.5473585941790226,0,0,
CMD-02519,2024-07-08,2024-07-10,2024-07-16,Dattes Medjoul,571.0,Casablanca-Port,Béni Mellal-Khénifra,Oncf Marchandises,Rail,6.0,1.0,310.07,Standard,Retardé,Grand Casablanca,68.0,7,3,0,28,2024,6.0,0.0,0.5430297723292469,4.55985294117647,0,0,Standard
CMD-02521,2024-07-09,2024-07-13,2024-07-15,Câblage Automobile,399.0,Casablanca-Port,Rabat-Salé-Kénitra,Ctm Express,Aérien,2.0,0.0,990.05,Express,Livré,Grand Casablanca,242.5,7,3,1,28,2024,2.0,0.0,2.481328320802005,4.0826804123711335,0,0,Express
CMD-02522,2024-07-09,2024-07-11,2024-07-12,Huile D'Olive Bio,180.0,Tanger-Med,Béni Mellal-Khénifra,Transatlas,Route,1.0,0.0,2000.0,Express,Livré,Tanger-Tétouan-Al Hoceïma,372.2,7,3,1,28,2024,1.0,0.0,11.11111111111111,5.373455131649651,0,0,Express
CMD-02523,2024-07-09,2024-07-12,2024-07-15,Conserves Sardines,345.0,Fès-Industriel,Fès-Meknès,Maroc Logistique,Route,3.0,0.0,315.81,Express,Livré,Rabat-Salé-Kénitra,331.0,7,3,1,28,2024,3.0,0.0,0.9153913043478261,0.9541087613293051,0,0,Rapide
